typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3643
1,1334,26,0.019490254872563718,0.36976835
2,345,3,0.008695652173913044,0.37168416
3,1870,1,0.0005347593582887701,0.36467993
4,394,6,0.015228426395939087,0.37869737
5,656,0,0.0,0.3468151
6,529,1,0.001890359168241966,0.365809
7,338,0,0.0,0.34103808
8,382,0,0.0,0.33985898
9,364,0,0.0,0.36299554
10,506,0,0.0,0.36669835
11,54,2,0.037037037037037035,0.31376648
12,945,1,0.0010582010582010583,0.37029794
13,250,0,0.0,0.34033382
14,383,0,0.0,0.34621125
15,354,0,0.0,0.36779854
16,237,0,0.0,0.36845878
