typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.34950027
1,1334,0,0.0,0.34520206
2,345,56,0.16231884057971013,0.38624948
3,1870,0,0.0,0.35872903
4,394,23,0.0583756345177665,0.37855646
5,656,1,0.001524390243902439,0.352162
6,529,0,0.0,0.37516245
7,338,0,0.0,0.34605977
8,382,0,0.0,0.3465095
9,364,0,0.0,0.36979425
10,506,0,0.0,0.36656713
11,54,1,0.018518518518518517,0.316426
12,945,0,0.0,0.36960182
13,250,0,0.0,0.35153815
14,383,1,0.0026109660574412533,0.35380223
15,354,0,0.0,0.3633365
16,237,0,0.0,0.36953202
