window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0007239319023633411,1.056178480583268,0.0,5,5,354,500430,0.0007073916431868593
2,0.0010093136550776492,0.9851783608385551,0.0,5,5,527,507591,0.0010382374785998963
3,0.0009847522278080931,0.9662320545024956,0.0,5,5,505,491282,0.001027922863039965
4,0.0009967830711034083,1.0759179859443013,0.0,5,5,459,499675,0.0009185970881072697
5,0.0015142334491286737,1.4552580083693487,0.008,5,5,545,497384,0.0010957328743988548
6,0.0008241342054669826,0.9314256624139828,0.0,5,5,447,505985,0.0008834253979861063
7,0.0013552321991166026,1.1163757336646045,0.0,5,5,663,547205,0.0012116117360038742
8,0.001192701471021744,1.2149620304431363,0.0,5,5,515,526706,0.0009777750775574988
9,0.0018130550162115688,1.6156470140900931,0.0,5,5,549,495320,0.0011083743842364533
10,0.0013118465212069409,1.5117851223790961,0.0,5,5,433,505142,0.0008571847124174985
11,0.00695040849561294,6.144080682499366,0.052000000000000005,5,5,596,515249,0.001156722283789003
12,0.0017621234750062075,1.610688693786556,0.0,5,5,541,498124,0.0010860749532244983
13,0.014698512827602253,16.915520986861832,0.05600000000000001,5,5,384,505970,0.0007589382769729431
14,0.0029707868575089237,2.3106019742957282,0.0,5,5,639,500366,0.0012770651882821774
15,0.0270859100193455,28.218889680014275,0.10400000000000001,5,5,496,514226,0.0009645564401644413
16,0.0047330577039638244,3.455936480812382,0.0,5,5,620,500613,0.0012384816215320017
17,0.012874869717460834,13.10376370218051,0.05600000000000001,5,5,450,491817,0.0009149744722122253
18,0.013687776824489684,8.580963680706493,0.048,5,5,604,413396,0.0014610688056972008
