client,auprc,ap_lift,positives,transactions,prevalence
0,0.0009901857980470104,1.106090969716213,593,662413,0.0008952118995249188
1,0.0012153105219218103,1.3267835747638532,652,711804,0.0009159824895617332
2,0.0009068201795499009,1.6914739045387022,403,751708,0.0005361124266337461
3,0.0023671525083321415,1.6285555043559696,1355,932214,0.0014535289107436705
4,0.0026649712292465596,2.0130373359619607,1197,904177,0.0013238558379609301
