typ,positives,captured,capture_rate,mean_score
0,260,0,0.0,0.35433772
1,229,1,0.004366812227074236,0.3325788
2,421,0,0.0,0.32695657
3,444,0,0.0,0.32825395
4,207,3,0.014492753623188406,0.34351557
5,137,0,0.0,0.33022955
6,216,1,0.004629629629629629,0.3743713
7,397,3,0.007556675062972292,0.33917195
8,2211,19,0.008593396653098146,0.36980844
