typ,positives,captured,capture_rate,mean_score
0,932,3,0.003218884120171674,0.36917725
1,1334,0,0.0,0.31515512
2,345,10,0.028985507246376812,0.3890768
3,1870,0,0.0,0.35354978
4,394,12,0.030456852791878174,0.39032993
5,656,0,0.0,0.35021046
6,529,0,0.0,0.37148446
7,338,1,0.0029585798816568047,0.3444882
8,382,0,0.0,0.34556568
9,364,1,0.0027472527472527475,0.37021264
10,506,0,0.0,0.36692804
11,54,1,0.018518518518518517,0.34848315
12,945,2,0.0021164021164021165,0.37697643
13,250,2,0.008,0.35708967
14,383,0,0.0,0.35421935
15,354,0,0.0,0.36868843
16,237,0,0.0,0.37288466
