typ,positives,captured,capture_rate,mean_score
0,932,4,0.004291845493562232,0.35976002
1,1334,0,0.0,0.3207126
2,345,0,0.0,0.344188
3,1870,0,0.0,0.34684634
4,394,0,0.0,0.35916695
5,656,1,0.001524390243902439,0.33896202
6,529,0,0.0,0.36179376
7,338,0,0.0,0.33642554
8,382,0,0.0,0.3343348
9,364,1,0.0027472527472527475,0.36348206
10,506,0,0.0,0.3629418
11,54,7,0.12962962962962962,0.34975055
12,945,2,0.0021164021164021165,0.36010242
13,250,1,0.004,0.34610334
14,383,0,0.0,0.34922326
15,354,0,0.0,0.3578568
16,237,0,0.0,0.35773182
