client,auprc,ap_lift,positives,transactions,prevalence
0,0.0010926264170079856,1.0579051775341761,1881,1821226,0.0010328207482212532
1,0.001047860624929545,1.0731314012627664,1759,1801421,0.0009764513681143941
2,0.0010512512094632397,0.9899865032900528,1918,1806223,0.001061884385261399
3,0.00124683918200843,1.0899985536240278,2039,1782513,0.0011438906756921269
4,0.001111154986360343,1.1015072809845365,1821,1805189,0.0010087586396770644
