client,auprc,ap_lift,positives,transactions,prevalence
0,0.001097290620325746,1.0624211628353943,1881,1821226,0.0010328207482212532
1,0.001052285267270566,1.0776627506832348,1759,1801421,0.0009764513681143941
2,0.0010717206769636162,1.009263053340591,1918,1806223,0.001061884385261399
3,0.0012892829030960768,1.1271032542650794,2039,1782513,0.0011438906756921269
4,0.0011320382316405682,1.1222092055667245,1821,1805189,0.0010087586396770644
