typ,positives,captured,capture_rate,mean_score
0,932,3,0.003218884120171674,0.36930847
1,1334,0,0.0,0.31550777
2,345,11,0.03188405797101449,0.38920477
3,1870,0,0.0,0.35336006
4,394,10,0.025380710659898477,0.3905627
5,656,0,0.0,0.35032037
6,529,0,0.0,0.37142023
7,338,0,0.0,0.34408936
8,382,0,0.0,0.34541184
9,364,1,0.0027472527472527475,0.37014255
10,506,0,0.0,0.3669417
11,54,1,0.018518518518518517,0.34681824
12,945,2,0.0021164021164021165,0.37693995
13,250,2,0.008,0.35632676
14,383,0,0.0,0.35446092
15,354,0,0.0,0.36881915
16,237,0,0.0,0.3726284
