window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0010557347135165304,1.6484262153317322,0.004,5,5,319,500395,0.0006374963778614895
2,0.0012576801417101713,1.525668024643302,0.004,5,5,430,507494,0.0008473006577417664
3,0.0012108808900321783,1.3531672116186777,0.0,5,5,435,491212,0.0008855646849018346
4,0.0009501973222161945,1.102471434142629,0.0,5,5,427,499643,0.0008546101916768572
5,0.0025953268993254568,3.3507959118289206,0.012,5,5,458,497297,0.0009209788114547242
6,0.0008393610534974645,1.0088190503263346,0.0,5,5,422,505960,0.0008340580283026326
7,0.0014641220083588564,1.3270088607296968,0.004,5,5,608,547150,0.001111212647354473
8,0.0011148715502563244,1.2313681046333327,0.0,5,5,484,526675,0.0009189728010632743
9,0.0017080336952200036,1.5209078420943758,0.0,5,5,574,495345,0.0011587883192522384
10,0.0013627190803059204,1.465521916997773,0.0,5,5,455,505164,0.0009006975952363985
11,0.0035191015550609744,2.769247012644916,0.02,5,5,637,515290,0.0012361970928991442
12,0.0018587452879351661,1.5061328179967857,0.0,5,5,608,498191,0.001220415463145661
13,0.0029117872160268833,2.977934280462964,0.004,5,5,445,506031,0.0008793927644749037
14,0.0025984521329065397,1.9045827376353586,0.004,5,5,702,500429,0.0014027964006882096
15,0.005725307603714043,4.997389312584891,0.012,5,5,547,514277,0.0010636291337158769
16,0.0032464887599535372,2.297793159087726,0.012,5,5,682,500675,0.001362161082538573
17,0.004531570729789131,3.984842924471722,0.02,5,5,518,491885,0.0010530916779328502
18,0.0033324733452777316,2.089745672266168,0.004,5,5,667,413459,0.0016132192067411762
