typ,positives,captured,capture_rate,mean_score
0,932,7,0.0075107296137339056,0.36552638
1,1334,0,0.0,0.3128195
2,345,56,0.16231884057971013,0.4034641
3,1870,0,0.0,0.35599914
4,394,33,0.08375634517766498,0.3943282
5,656,0,0.0,0.35529628
6,529,0,0.0,0.37019646
7,338,0,0.0,0.345908
8,382,1,0.002617801047120419,0.34884042
9,364,1,0.0027472527472527475,0.36717534
10,506,0,0.0,0.36715773
11,54,3,0.05555555555555555,0.33714738
12,945,3,0.0031746031746031746,0.37978727
13,250,3,0.012,0.35649344
14,383,0,0.0,0.34759885
15,354,1,0.002824858757062147,0.36981735
16,237,0,0.0,0.3819582
