window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.017288275952177103,20.203440073028325,0.028000000000000004,5,5,335,500411,0.0006694497123364595
2,0.0035003533508097305,3.785144841134341,0.012,5,5,443,507507,0.0008728943640186244
3,0.0015437272856871974,2.405047178976089,0.004,5,5,411,491188,0.000836746826062526
4,0.007724286050992689,13.117633683671972,0.008,5,5,406,499622,0.0008126143364383474
5,0.0012362188126365968,1.35235290024029,0.008,5,5,449,497288,0.0009028973150367594
6,0.0008444418911766453,1.0058983890962214,0.0,5,5,427,505965,0.00084393189252221
7,0.0012359958411524356,1.145262137933393,0.0,5,5,610,547152,0.0011148638769482703
8,0.0010685775609586446,1.2336375295688295,0.004,5,5,470,526661,0.0008924146652210815
9,0.0025063520923784034,2.181747778148216,0.012,5,5,567,495338,0.0011446729304030784
10,0.03312366857349959,27.310731721198373,0.08399999999999999,5,5,464,505173,0.0009184972276823979
11,0.005749698399696894,4.795638644769642,0.02,5,5,616,515269,0.0011954920633688423
12,0.0012706473432548009,1.0596711973999895,0.0,5,5,605,498188,0.0012144009891848057
13,0.011778147257382379,12.330434547796745,0.032,5,5,447,506033,0.000883341600251367
14,0.017043056871376826,13.003117651034596,0.048,5,5,699,500426,0.0013968099179499068
15,0.014248485684796312,11.660020043812361,0.06,5,5,557,514287,0.0010830528479234358
16,0.02822810088246731,20.57622017883306,0.076,5,5,685,500678,0.001368144795657089
17,0.00437693376582079,4.146221357099814,0.016,5,5,520,491887,0.001057153370591213
18,0.006429667589065363,3.9174010222394706,0.012,5,5,676,413468,0.0016349511933208857
