typ,positives,captured,capture_rate,mean_score
0,932,3,0.003218884120171674,0.3696177
1,1334,9,0.006746626686656672,0.33019847
2,345,83,0.24057971014492754,0.38800037
3,1870,0,0.0,0.35345194
4,394,53,0.13451776649746192,0.3904383
5,656,1,0.001524390243902439,0.3475973
6,529,1,0.001890359168241966,0.36317718
7,338,0,0.0,0.34506822
8,382,1,0.002617801047120419,0.3424514
9,364,2,0.005494505494505495,0.36425346
10,506,0,0.0,0.36332646
11,54,0,0.0,0.33541492
12,945,10,0.010582010582010581,0.37545803
13,250,0,0.0,0.35051927
14,383,0,0.0,0.34444553
15,354,1,0.002824858757062147,0.36626512
16,237,0,0.0,0.37707114
