window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.017288275952177103,20.203440073028325,0.028000000000000004,5,5,335,500411,0.0006694497123364595
2,0.0035003533508097305,3.785144841134341,0.012,5,5,443,507507,0.0008728943640186244
3,0.001299943954266224,1.8835087244780542,0.004,5,5,411,491188,0.000836746826062526
4,0.007850547651162481,13.337734360003457,0.008,5,5,406,499622,0.0008126143364383474
5,0.0015472517961337626,1.8463934110540798,0.012,5,5,449,497288,0.0009028973150367594
6,0.0009207952434723786,1.1015541391994712,0.0,5,5,427,505965,0.00084393189252221
7,0.0014055100930849707,1.2970153667822675,0.004,5,5,610,547152,0.0011148638769482703
8,0.001295272337339451,1.4973165050859087,0.004,5,5,470,526661,0.0008924146652210815
9,0.0020603690861257175,1.809460503340037,0.0,5,5,567,495338,0.0011446729304030784
10,0.03403863553289762,28.26572374747917,0.08,5,5,464,505173,0.0009184972276823979
11,0.03880017055336811,39.17810842262604,0.08,5,5,616,515269,0.0011954920633688423
12,0.011022643157021287,9.08264691266452,0.024,5,5,605,498188,0.0012144009891848057
13,0.01945499248620305,20.13979597013749,0.048,5,5,447,506033,0.000883341600251367
14,0.02198171628908633,16.358440459397308,0.06,5,5,699,500426,0.0013968099179499068
15,0.03409137369931421,28.179272467811206,0.08399999999999999,5,5,557,514287,0.0010830528479234358
16,0.04036619457801767,28.846971867010375,0.12,5,5,685,500678,0.001368144795657089
17,0.01968363694489013,17.242772277213483,0.05600000000000001,5,5,520,491887,0.001057153370591213
18,0.012256062788381516,7.99953018648786,0.028000000000000004,5,5,676,413468,0.0016349511933208857
