typ,positives,captured,capture_rate,mean_score
0,932,3,0.003218884120171674,0.37292343
1,1334,24,0.017991004497751123,0.34363943
2,345,25,0.07246376811594203,0.37403074
3,1870,0,0.0,0.3610992
4,394,13,0.03299492385786802,0.37908182
5,656,2,0.003048780487804878,0.34748685
6,529,0,0.0,0.36008313
7,338,1,0.0029585798816568047,0.34727147
8,382,0,0.0,0.34498182
9,364,0,0.0,0.36511043
10,506,0,0.0,0.3635584
11,54,1,0.018518518518518517,0.3306988
12,945,6,0.006349206349206349,0.3749313
13,250,3,0.012,0.348875
14,383,0,0.0,0.3450989
15,354,0,0.0,0.36675832
16,237,0,0.0,0.37772393
