typ,positives,captured,capture_rate,mean_score
0,932,3,0.003218884120171674,0.37306845
1,1334,23,0.017241379310344827,0.34235987
2,345,25,0.07246376811594203,0.3741182
3,1870,0,0.0,0.36135757
4,394,12,0.030456852791878174,0.3791863
5,656,1,0.001524390243902439,0.34770462
6,529,0,0.0,0.3603866
7,338,1,0.0029585798816568047,0.34733102
8,382,1,0.002617801047120419,0.345339
9,364,0,0.0,0.36521843
10,506,0,0.0,0.36373395
11,54,2,0.037037037037037035,0.33099192
12,945,6,0.006349206349206349,0.3750726
13,250,3,0.012,0.34912482
14,383,0,0.0,0.3452736
15,354,0,0.0,0.36689857
16,237,0,0.0,0.37749618
