typ,positives,captured,capture_rate,mean_score
0,932,2,0.002145922746781116,0.3724813
1,1334,16,0.01199400299850075,0.3404883
2,345,34,0.09855072463768116,0.37610447
3,1870,0,0.0,0.36065292
4,394,18,0.04568527918781726,0.3809613
5,656,1,0.001524390243902439,0.34727702
6,529,0,0.0,0.3605332
7,338,1,0.0029585798816568047,0.3463769
8,382,0,0.0,0.3452202
9,364,0,0.0,0.36467183
10,506,0,0.0,0.36384958
11,54,2,0.037037037037037035,0.33297294
12,945,6,0.006349206349206349,0.37474635
13,250,3,0.012,0.34904495
14,383,0,0.0,0.34459183
15,354,0,0.0,0.36692336
16,237,0,0.0,0.3771313
