typ,positives,captured,capture_rate,mean_score
0,932,3,0.003218884120171674,0.36982137
1,1334,17,0.012743628185907047,0.3386766
2,345,30,0.08695652173913043,0.3725406
3,1870,0,0.0,0.35896435
4,394,9,0.02284263959390863,0.374073
5,656,0,0.0,0.3488584
6,529,0,0.0,0.36107528
7,338,1,0.0029585798816568047,0.34586364
8,382,0,0.0,0.34563926
9,364,0,0.0,0.3625814
10,506,0,0.0,0.36513746
11,54,0,0.0,0.3355412
12,945,5,0.005291005291005291,0.37510166
13,250,3,0.012,0.34973377
14,383,0,0.0,0.34433797
15,354,0,0.0,0.36740756
16,237,0,0.0,0.37524688
