typ,positives,captured,capture_rate,mean_score
0,932,3,0.003218884120171674,0.37355605
1,1334,15,0.011244377811094454,0.33773035
2,345,24,0.06956521739130435,0.3760101
3,1870,0,0.0,0.3612185
4,394,14,0.03553299492385787,0.37888956
5,656,0,0.0,0.34760907
6,529,0,0.0,0.36115316
7,338,1,0.0029585798816568047,0.34776914
8,382,2,0.005235602094240838,0.34637395
9,364,0,0.0,0.3651991
10,506,0,0.0,0.3640431
11,54,2,0.037037037037037035,0.33415833
12,945,7,0.007407407407407408,0.375879
13,250,5,0.02,0.3505404
14,383,0,0.0,0.34355125
15,354,0,0.0,0.36748946
16,237,0,0.0,0.37741515
