typ,positives,captured,capture_rate,mean_score
0,932,3,0.003218884120171674,0.37298152
1,1334,17,0.012743628185907047,0.3398763
2,345,22,0.06376811594202898,0.3738913
3,1870,0,0.0,0.3608062
4,394,9,0.02284263959390863,0.3778099
5,656,1,0.001524390243902439,0.34737268
6,529,0,0.0,0.36072445
7,338,1,0.0029585798816568047,0.34734973
8,382,0,0.0,0.34556192
9,364,0,0.0,0.36486053
10,506,0,0.0,0.36380675
11,54,2,0.037037037037037035,0.33203673
12,945,7,0.007407407407407408,0.3752597
13,250,5,0.02,0.3494453
14,383,0,0.0,0.34392142
15,354,0,0.0,0.36733624
16,237,0,0.0,0.37735653
