typ,positives,captured,capture_rate,mean_score
0,932,2,0.002145922746781116,0.3539974
1,1334,8,0.005997001499250375,0.3194685
2,345,48,0.1391304347826087,0.34529057
3,1870,2,0.0010695187165775401,0.34345737
4,394,29,0.07360406091370558,0.3383649
5,656,0,0.0,0.3438571
6,529,0,0.0,0.3583308
7,338,1,0.0029585798816568047,0.33788007
8,382,1,0.002617801047120419,0.33697134
9,364,1,0.0027472527472527475,0.36484867
10,506,1,0.001976284584980237,0.36129764
11,54,0,0.0,0.33920673
12,945,10,0.010582010582010581,0.35946214
13,250,2,0.008,0.3471348
14,383,2,0.005221932114882507,0.33796093
15,354,0,0.0,0.35588786
16,237,0,0.0,0.36716053
