typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3586321
1,1334,0,0.0,0.3010811
2,345,75,0.21739130434782608,0.38591507
3,1870,2,0.0010695187165775401,0.3501565
4,394,52,0.1319796954314721,0.37647337
5,656,0,0.0,0.34897968
6,529,0,0.0,0.37117592
7,338,0,0.0,0.34026992
8,382,0,0.0,0.33943477
9,364,0,0.0,0.36755466
10,506,0,0.0,0.3645062
11,54,0,0.0,0.31213373
12,945,17,0.01798941798941799,0.3708148
13,250,0,0.0,0.3504098
14,383,0,0.0,0.34645125
15,354,1,0.002824858757062147,0.36460406
16,237,1,0.004219409282700422,0.37117606
