typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.34449142
1,1334,0,0.0,0.2959704
2,345,18,0.05217391304347826,0.34369758
3,1870,0,0.0,0.3382355
4,394,36,0.09137055837563451,0.34394202
5,656,0,0.0,0.34167686
6,529,0,0.0,0.36032057
7,338,1,0.0029585798816568047,0.32959515
8,382,0,0.0,0.32903674
9,364,1,0.0027472527472527475,0.35959482
10,506,2,0.003952569169960474,0.35943043
11,54,0,0.0,0.3168829
12,945,15,0.015873015873015872,0.35318503
13,250,0,0.0,0.34412822
14,383,0,0.0,0.33671874
15,354,0,0.0,0.35327286
16,237,1,0.004219409282700422,0.35364607
