typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3585199
1,1334,0,0.0,0.30093065
2,345,80,0.2318840579710145,0.38493788
3,1870,1,0.0005347593582887701,0.34985316
4,394,56,0.14213197969543148,0.37605393
5,656,0,0.0,0.3484651
6,529,1,0.001890359168241966,0.37099114
7,338,0,0.0,0.33958793
8,382,0,0.0,0.33893198
9,364,0,0.0,0.36716864
10,506,0,0.0,0.36424443
11,54,0,0.0,0.31154653
12,945,16,0.016931216931216932,0.3705309
13,250,0,0.0,0.34950322
14,383,0,0.0,0.34634978
15,354,1,0.002824858757062147,0.36431074
16,237,0,0.0,0.37105927
