typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.35641214
1,1334,0,0.0,0.29619333
2,345,124,0.35942028985507246,0.39446804
3,1870,2,0.0010695187165775401,0.350126
4,394,73,0.18527918781725888,0.38459393
5,656,0,0.0,0.35241303
6,529,1,0.001890359168241966,0.36744657
7,338,0,0.0,0.34017798
8,382,0,0.0,0.34156173
9,364,0,0.0,0.36204094
10,506,1,0.001976284584980237,0.36211675
11,54,0,0.0,0.30637896
12,945,21,0.022222222222222223,0.3690115
13,250,0,0.0,0.34611693
14,383,1,0.0026109660574412533,0.34531802
15,354,1,0.002824858757062147,0.36693493
16,237,0,0.0,0.36954364
