window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.02138477795532333,36.760742574258195,0.028000000000000004,5,5,314,500390,0.0006275105417774136
2,0.0009185408045509975,1.085551152352072,0.0,5,5,437,507501,0.0008610820471289712
3,0.0019199577045823553,2.0327950696224955,0.004,5,5,416,491193,0.0008469176067248515
4,0.0008374768221400955,1.0022405830259808,0.0,5,5,416,499632,0.000832612803023025
5,0.00101218807348969,1.085075714540735,0.004,5,5,466,497305,0.0009370507032907371
6,0.0008589052525600166,1.092580599566308,0.0,5,5,400,505938,0.0007906107072408082
7,0.0015526401082326575,1.4192246524074115,0.012,5,5,599,547141,0.0010947817838546188
8,0.0012095423901119673,1.3322989982571798,0.004,5,5,470,526661,0.0008924146652210815
9,0.002628433970459706,2.423817024367919,0.016,5,5,596,495367,0.001203148372822574
10,0.01797317209601438,16.758532838971327,0.076,5,5,472,505181,0.0009343185907625188
11,0.050017595840266285,50.60408206193482,0.11600000000000002,5,5,610,515263,0.0011838614455142325
12,0.03216406692947278,28.164705099542317,0.096,5,5,613,498196,0.0012304394254470127
13,0.04511606542946915,64.52828641921079,0.072,5,5,466,506052,0.0009208539833851066
14,0.041953415800088316,36.575094427450594,0.1,5,5,698,500425,0.0013948144077534097
15,0.04477348925065941,43.77786465029379,0.11600000000000002,5,5,574,514304,0.0011160714285714285
16,0.03741312011468953,27.373790984866496,0.1,5,5,693,500686,0.001384101013409602
17,0.041874184847548276,44.35275244421537,0.084,5,5,514,491881,0.001044968193526483
18,0.026621162409966908,17.827452458894673,0.06,5,5,672,413464,0.0016252926494205058
