typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.35759592
1,1334,0,0.0,0.29782957
2,345,72,0.20869565217391303,0.38425934
3,1870,1,0.0005347593582887701,0.35018837
4,394,50,0.12690355329949238,0.37458628
5,656,0,0.0,0.3486483
6,529,1,0.001890359168241966,0.37064466
7,338,0,0.0,0.3396727
8,382,0,0.0,0.33874547
9,364,0,0.0,0.3676032
10,506,0,0.0,0.36440212
11,54,0,0.0,0.3113382
12,945,15,0.015873015873015872,0.37022406
13,250,0,0.0,0.34932798
14,383,0,0.0,0.34647715
15,354,1,0.002824858757062147,0.3643829
16,237,1,0.004219409282700422,0.3701289
