window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.005301716508445623,6.3278104417014305,0.008,5,5,354,500430,0.0007073916431868593
2,0.0010055972134774816,0.9763044245989189,0.0,5,5,527,507591,0.0010382374785998963
3,0.0009116649916516894,0.8848974481723275,0.0,5,5,505,491282,0.001027922863039965
4,0.0013182430721820296,1.5223785223946809,0.008,5,5,459,499675,0.0009185970881072697
5,0.0019862675794569016,1.9439534703598969,0.004,5,5,545,497384,0.0010957328743988548
6,0.0008214632411111067,0.931449743193383,0.0,5,5,447,505985,0.0008834253979861063
7,0.0012551084880081701,1.0397941770182075,0.0,5,5,663,547205,0.0012116117360038742
8,0.0012200726692847617,1.2582328284175683,0.0,5,5,515,526706,0.0009777750775574988
9,0.001747668802061768,1.7522563938778724,0.004,5,5,549,495320,0.0011083743842364533
10,0.0011928631732640149,1.4030041040453485,0.0,5,5,433,505142,0.0008571847124174985
11,0.004895526210657477,4.140711525961336,0.02,5,5,596,515249,0.001156722283789003
12,0.0016832730325390013,1.588552918673498,0.0,5,5,541,498124,0.0010860749532244983
13,0.011465015870691727,15.092435566925833,0.04,5,5,384,505970,0.0007589382769729431
14,0.0023362246600206497,1.8001338017170547,0.0,5,5,639,500366,0.0012770651882821774
15,0.011852542176353526,12.272652923454041,0.06,5,5,496,514226,0.0009645564401644413
16,0.0027303697751081416,2.2131183573026516,0.0,5,5,620,500613,0.0012384816215320017
17,0.007994153626664589,8.166061944043594,0.04,5,5,450,491817,0.0009149744722122253
18,0.0043540629935713455,3.1087728385960096,0.008,5,5,604,413396,0.0014610688056972008
