typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.34104946
1,1334,0,0.0,0.35247377
2,345,60,0.17391304347826086,0.3750458
3,1870,2,0.0010695187165775401,0.36231852
4,394,40,0.10152284263959391,0.3854058
5,656,0,0.0,0.35268417
6,529,0,0.0,0.37291247
7,338,0,0.0,0.34546742
8,382,0,0.0,0.34436184
9,364,1,0.0027472527472527475,0.36553553
10,506,0,0.0,0.3673499
11,54,3,0.05555555555555555,0.30750772
12,945,1,0.0010582010582010583,0.36223945
13,250,3,0.012,0.34366438
14,383,1,0.0026109660574412533,0.35235292
15,354,0,0.0,0.36787984
16,237,0,0.0,0.3625276
