typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3419696
1,1334,0,0.0,0.35069337
2,345,5,0.014492753623188406,0.37756395
3,1870,2,0.0010695187165775401,0.3614263
4,394,2,0.005076142131979695,0.38082844
5,656,0,0.0,0.35302997
6,529,0,0.0,0.37459466
7,338,0,0.0,0.3479242
8,382,0,0.0,0.34358642
9,364,0,0.0,0.37043977
10,506,0,0.0,0.3683542
11,54,3,0.05555555555555555,0.308684
12,945,0,0.0,0.36150342
13,250,2,0.008,0.34667405
14,383,2,0.005221932114882507,0.35355645
15,354,0,0.0,0.36168417
16,237,0,0.0,0.37232244
