typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.34437707
1,1334,0,0.0,0.35479534
2,345,35,0.10144927536231885,0.38352096
3,1870,2,0.0010695187165775401,0.3690072
4,394,21,0.0532994923857868,0.38949028
5,656,0,0.0,0.35427892
6,529,0,0.0,0.37212244
7,338,0,0.0,0.3506849
8,382,0,0.0,0.34740373
9,364,0,0.0,0.37009132
10,506,2,0.003952569169960474,0.36843053
11,54,3,0.05555555555555555,0.31155324
12,945,0,0.0,0.36384684
13,250,2,0.008,0.3431857
14,383,2,0.005221932114882507,0.3509535
15,354,0,0.0,0.36664137
16,237,0,0.0,0.37598476
