window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.005301717872158681,6.327814492832013,0.008,5,5,354,500430,0.0007073916431868593
2,0.0010054608837559921,0.9766171517749784,0.0,5,5,527,507591,0.0010382374785998963
3,0.0009107305640799737,0.8840642968657297,0.0,5,5,505,491282,0.001027922863039965
4,0.0013120215179803578,1.514898275742093,0.008,5,5,459,499675,0.0009185970881072697
5,0.0012545646612795443,1.1815770591410373,0.004,5,5,545,497384,0.0010957328743988548
6,0.0008173338403882887,0.9269798316457031,0.0,5,5,447,505985,0.0008834253979861063
7,0.0012433800417010906,1.0290042124054029,0.0,5,5,663,547205,0.0012116117360038742
8,0.0012104106692354833,1.2459598329806645,0.0,5,5,515,526706,0.0009777750775574988
9,0.001661595969410327,1.6624071548880917,0.004,5,5,549,495320,0.0011083743842364533
10,0.0013519715049973469,1.5941028878839723,0.0,5,5,433,505142,0.0008571847124174985
11,0.005120594414790594,5.061085736278512,0.024,5,5,596,515249,0.001156722283789003
12,0.005471823471886108,5.658948223749702,0.016,5,5,541,498124,0.0010860749532244983
13,0.004279213548088254,6.733616190487754,0.016,5,5,384,505970,0.0007589382769729431
14,0.0037373546499541504,3.1863488359527543,0.008,5,5,639,500366,0.0012770651882821774
15,0.023305690466455385,23.79462507989034,0.048,5,5,496,514226,0.0009645564401644413
16,0.003259475231722603,2.627985633842872,0.0,5,5,620,500613,0.0012384816215320017
17,0.01300248613093701,13.518844723902188,0.064,5,5,450,491817,0.0009149744722122253
18,0.004640963078069167,3.3354933118905477,0.016,5,5,604,413396,0.0014610688056972008
