window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.005284980345538865,6.3069022579778276,0.008,5,5,354,500430,0.0007073916431868593
2,0.0009698039180777567,0.9394727763024798,0.0,5,5,527,507591,0.0010382374785998963
3,0.0009317419761785515,0.9034526436953714,0.0,5,5,505,491282,0.001027922863039965
4,0.0013172335171635964,1.5217931795624928,0.004,5,5,459,499675,0.0009185970881072697
5,0.001045562722327659,0.961412450528163,0.004,5,5,545,497384,0.0010957328743988548
6,0.0008130838535523176,0.9226213366780375,0.0,5,5,447,505985,0.0008834253979861063
7,0.0011449303602815847,0.9481683424312223,0.0,5,5,663,547205,0.0012116117360038742
8,0.0010837178653399764,1.1167957762630991,0.0,5,5,515,526706,0.0009777750775574988
9,0.0011937997932372113,1.0983493425027948,0.0,5,5,549,495320,0.0011083743842364533
10,0.0009020302415324586,1.084367612220265,0.0,5,5,433,505142,0.0008571847124174985
11,0.008534552527906861,6.9869338359216115,0.048,5,5,596,515249,0.001156722283789003
12,0.0013393062808246523,1.2868300266626478,0.0,5,5,541,498124,0.0010860749532244983
13,0.03030773245832787,40.19923237559702,0.08,5,5,384,505970,0.0007589382769729431
14,0.0014867009320608227,1.234391864899179,0.0,5,5,639,500366,0.0012770651882821774
15,0.03630943419329078,36.35326025999902,0.10800000000000001,5,5,496,514226,0.0009645564401644413
16,0.01178283978718479,8.676810634664248,0.028000000000000004,5,5,620,500613,0.0012384816215320017
17,0.01804258776271244,20.71091699994854,0.048,5,5,450,491817,0.0009149744722122253
18,0.011230913620450058,8.508686423018176,0.036,5,5,604,413396,0.0014610688056972008
