typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.34271035
1,1334,0,0.0,0.35100782
2,345,16,0.0463768115942029,0.37953424
3,1870,2,0.0010695187165775401,0.36210302
4,394,2,0.005076142131979695,0.38244152
5,656,0,0.0,0.35315505
6,529,0,0.0,0.37469447
7,338,0,0.0,0.34800646
8,382,0,0.0,0.34436563
9,364,0,0.0,0.37026897
10,506,0,0.0,0.36899838
11,54,3,0.05555555555555555,0.30768257
12,945,0,0.0,0.36198217
13,250,2,0.008,0.34631145
14,383,2,0.005221932114882507,0.35381556
15,354,0,0.0,0.36186382
16,237,0,0.0,0.3731766
