typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.34026864
1,1334,0,0.0,0.3520044
2,345,31,0.08985507246376812,0.38072973
3,1870,2,0.0010695187165775401,0.3617327
4,394,10,0.025380710659898477,0.38579455
5,656,0,0.0,0.35459962
6,529,0,0.0,0.3748741
7,338,0,0.0,0.34902605
8,382,0,0.0,0.34676182
9,364,1,0.0027472527472527475,0.3705365
10,506,0,0.0,0.36843783
11,54,3,0.05555555555555555,0.31298268
12,945,0,0.0,0.36322612
13,250,2,0.008,0.34817463
14,383,2,0.005221932114882507,0.35485062
15,354,0,0.0,0.36456943
16,237,0,0.0,0.37119722
