client,auprc,ap_lift,positives,transactions,prevalence
0,0.0012085489426560065,1.240028902465428,838,859828,0.0009746135273566341
1,0.0011441138243563956,1.0771903764329605,952,896314,0.0010621277811124227
2,0.0012119810084563263,1.112746593977681,786,721644,0.0010891797063371966
3,0.0011062650062930353,1.1014858806820578,728,724855,0.0010043387987942417
4,0.0013179012013197005,1.1173845927595352,896,759675,0.001179451739230592
