window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.006601877064206632,10.247350061578764,0.008,5,5,308,500384,0.0006155272750527595
2,0.0008787590549200287,1.0365154936911196,0.0,5,5,429,507493,0.0008453318567940839
3,0.0008664496031414752,0.9444103760953932,0.0,5,5,454,491231,0.0009242087734691011
4,0.0008598939360958986,1.042552210418021,0.0,5,5,414,499630,0.000828613173748574
5,0.0010115479689757029,1.1077332460120732,0.0,5,5,454,497293,0.0009129426716241733
6,0.0007332068780572062,0.9354490508863289,0.0,5,5,387,505925,0.0007649355141572368
7,0.0013291418812634332,1.1802795822196317,0.0,5,5,602,547144,0.0011002587984150424
8,0.0015163649964574566,1.6767358505797207,0.004,5,5,490,526681,0.0009303544270630609
9,0.004974878331535432,4.223095019617007,0.008,5,5,592,495363,0.0011950832016117473
10,0.0015033848217633216,1.6228655068566673,0.0,5,5,462,505171,0.0009145418086153005
11,0.00324330252812994,2.5202569366825696,0.008,5,5,637,515290,0.0012361970928991442
12,0.003408156084253778,2.931327383215371,0.012,5,5,593,498176,0.0011903423689619732
13,0.004042800433172742,4.612605178667272,0.016,5,5,461,506047,0.0009109825767171824
14,0.005842417574482824,4.177340967518833,0.012,5,5,711,500438,0.0014207554182536098
15,0.00919734482837275,7.98073319598643,0.04,5,5,559,514289,0.001086937500121527
16,0.0023271220450478062,1.78538656933553,0.0,5,5,673,500666,0.001344209512928779
17,0.002471387090136026,2.344083747918848,0.004,5,5,514,491881,0.001044968193526483
18,0.0030465058246452515,1.9272125013871182,0.004,5,5,665,413457,0.00160838974790607
