typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.47120044
1,1334,6,0.004497751124437781,0.48134878
2,345,16,0.0463768115942029,0.489427
3,1870,3,0.0016042780748663102,0.4852289
4,394,11,0.027918781725888325,0.49108732
5,656,0,0.0,0.46321365
6,529,0,0.0,0.47949317
7,338,1,0.0029585798816568047,0.47399533
8,382,0,0.0,0.4530948
9,364,0,0.0,0.47219488
10,506,0,0.0,0.47866967
11,54,3,0.05555555555555555,0.3790666
12,945,3,0.0031746031746031746,0.47953737
13,250,2,0.008,0.4192428
14,383,0,0.0,0.4591455
15,354,0,0.0,0.47290987
16,237,0,0.0,0.4816909
