typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.37075672
1,1334,13,0.009745127436281859,0.37386623
2,345,11,0.03188405797101449,0.38463506
3,1870,1,0.0005347593582887701,0.37007695
4,394,7,0.017766497461928935,0.3917324
5,656,0,0.0,0.35125795
6,529,0,0.0,0.37218213
7,338,0,0.0,0.34932885
8,382,0,0.0,0.34357426
9,364,0,0.0,0.36831868
10,506,0,0.0,0.36737558
11,54,0,0.0,0.308119
12,945,0,0.0,0.37609708
13,250,0,0.0,0.34174693
14,383,0,0.0,0.34925947
15,354,0,0.0,0.37191078
16,237,0,0.0,0.37578946
