window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0010360966214955445,1.4663543595568185,0.0,5,5,354,500430,0.0007073916431868593
2,0.0009138775661062089,0.8650455182933632,0.0,5,5,527,507591,0.0010382374785998963
3,0.0008486154015281361,0.8151113596702515,0.0,5,5,505,491282,0.001027922863039965
4,0.0007952443219324944,0.8732331027693709,0.0,5,5,459,499675,0.0009185970881072697
5,0.0009948675976148042,0.9062690496868481,0.0,5,5,545,497384,0.0010957328743988548
6,0.0008339032173815755,0.9388197881578041,0.0,5,5,447,505985,0.0008834253979861063
7,0.0012695936480393234,1.0431714616063597,0.0,5,5,663,547205,0.0012116117360038742
8,0.0011479094854621634,1.1716453627303867,0.0,5,5,515,526706,0.0009777750775574988
9,0.0014932778527830966,1.3484635926239164,0.004,5,5,549,495320,0.0011083743842364533
10,0.0012578245404853044,1.4702317558533335,0.0,5,5,433,505142,0.0008571847124174985
11,0.001339469072579329,1.16090736571349,0.0,5,5,596,515249,0.001156722283789003
12,0.0019129096928532051,1.7925924521261074,0.0,5,5,541,498124,0.0010860749532244983
13,0.0013236446870476992,1.7700959506865472,0.0,5,5,384,505970,0.0007589382769729431
14,0.006428979309714329,4.37921409674638,0.016,5,5,639,500366,0.0012770651882821774
15,0.0019136888113385861,1.9726573042990831,0.0,5,5,496,514226,0.0009645564401644413
16,0.003166918409098104,2.4819989057308667,0.004,5,5,620,500613,0.0012384816215320017
17,0.002086986804648229,2.268863909922117,0.0,5,5,450,491817,0.0009149744722122253
18,0.003553842786345761,2.4162580421235464,0.0,5,5,604,413396,0.0014610688056972008
