typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3640329
1,1334,4,0.0029985007496251873,0.36859536
2,345,2,0.005797101449275362,0.3714137
3,1870,1,0.0005347593582887701,0.36746174
4,394,1,0.0025380710659898475,0.3810038
5,656,0,0.0,0.3503398
6,529,0,0.0,0.36865845
7,338,0,0.0,0.34434086
8,382,0,0.0,0.3429054
9,364,0,0.0,0.36702132
10,506,0,0.0,0.36689812
11,54,0,0.0,0.2977544
12,945,0,0.0,0.37092763
13,250,0,0.0,0.33626333
14,383,0,0.0,0.34957367
15,354,0,0.0,0.3703022
16,237,0,0.0,0.37032583
