typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.36323538
1,1334,4,0.0029985007496251873,0.36784357
2,345,1,0.002898550724637681,0.37125382
3,1870,1,0.0005347593582887701,0.36747748
4,394,1,0.0025380710659898475,0.38106847
5,656,0,0.0,0.3502503
6,529,0,0.0,0.3682863
7,338,0,0.0,0.34404194
8,382,0,0.0,0.3425238
9,364,0,0.0,0.3675604
10,506,0,0.0,0.3669176
11,54,0,0.0,0.2984221
12,945,0,0.0,0.37066147
13,250,0,0.0,0.3356407
14,383,0,0.0,0.34891966
15,354,0,0.0,0.36969146
16,237,0,0.0,0.36982876
