typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3633132
1,1334,4,0.0029985007496251873,0.36847827
2,345,3,0.008695652173913044,0.37249663
3,1870,1,0.0005347593582887701,0.36759746
4,394,2,0.005076142131979695,0.382064
5,656,0,0.0,0.35021928
6,529,0,0.0,0.3682955
7,338,0,0.0,0.3443564
8,382,0,0.0,0.34268138
9,364,0,0.0,0.36765113
10,506,0,0.0,0.36710134
11,54,0,0.0,0.2986233
12,945,0,0.0,0.3707766
13,250,0,0.0,0.33584887
14,383,0,0.0,0.34880114
15,354,0,0.0,0.3696829
16,237,0,0.0,0.37008452
