client,auprc,ap_lift,positives,transactions,prevalence
0,0.001053764473572469,1.035853915578747,1839,1807743,0.0010172906215098053
1,0.0014828033955656484,1.3787526125154905,1934,1798288,0.0010754673333748543
2,0.0012015663159366044,1.058945015643837,2080,1833112,0.001134682441662048
3,0.001083305918765723,1.1597930182406817,1672,1790052,0.0009340510778457833
4,0.0009544254300719391,0.9466321915713406,1802,1787286,0.0010082325940000648
