typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.35962036
1,1334,6,0.004497751124437781,0.3635024
2,345,6,0.017391304347826087,0.37536776
3,1870,1,0.0005347593582887701,0.36355704
4,394,4,0.01015228426395939,0.38564646
5,656,0,0.0,0.3488477
6,529,0,0.0,0.37100732
7,338,0,0.0,0.34673175
8,382,1,0.002617801047120419,0.33826342
9,364,0,0.0,0.3673002
10,506,0,0.0,0.36312872
11,54,0,0.0,0.3067665
12,945,0,0.0,0.3717971
13,250,0,0.0,0.34063393
14,383,0,0.0,0.35259244
15,354,0,0.0,0.3723042
16,237,0,0.0,0.37576187
