client,typology,onset,stagger,horizon_windows,positives,captured,capture_rate
0,2,5,1.0,1,17,0,0.0
0,2,5,1.0,3,43,2,0.046511627906976744
0,2,5,1.0,-1,79,2,0.02531645569620253
4,2,7,2.0,1,11,2,0.18181818181818182
4,2,7,2.0,3,29,3,0.10344827586206896
4,2,7,2.0,-1,29,3,0.10344827586206896
