condition,seed,method,auprc,ap_lift,p_at_budget,window_macro_auprc,transaction_weighted_window_auprc
drift,50,fedproto,0.0010426595332577201,0.9988126209420102,0.003333333333333333,0.001622806429353872,0.001617185818955168
drift,50,fedtypo_noreg,0.00111078119948778,1.063376042716158,0.005777777777777778,0.0022312435022493336,0.0022114421352031092
drift,50,fedtypo,0.0015209974270352401,1.4466474923692367,0.015333333333333334,0.004232124799693628,0.004222064103539368
drift,50,cda_fedavg,0.0011099464839538597,1.0625057833391118,0.00688888888888889,0.0024201864159531503,0.002404492914811218
drift,50,ablate_g1,0.00111219731153358,1.0647925685391635,0.006222222222222223,0.002302616861807456,0.0022829746375391063
drift,50,ablate_g3,0.00111130337405972,1.063570297656428,0.006666666666666668,0.002361403480685083,0.0023395098354262707
drift,50,ablate_random,0.00111109682389148,1.0638162747237556,0.006444444444444445,0.0023123146291870998,0.002289746768025655
drift,50,ablate_nommd,0.0011116753880523601,1.0642382915722013,0.005555555555555556,0.0022934918880612334,0.0022736611819606373
drift,50,ablate_samplewt,0.0011091455748456001,1.0617372622374461,0.006666666666666668,0.0023252976650166225,0.0023095506221385512
drift,50,ablate_rho0,0.00110972865637008,1.0624041673312228,0.005555555555555556,0.0023529459993994668,0.0023379206820713368
drift,51,local_only,0.00113896824511996,1.094349356518221,0.03022222222222222,0.011005264781510184,0.011005893129671547
drift,51,fedavg,0.00109883167572076,1.0536351199213978,0.025555555555555554,0.008501490292016155,0.008530827292240674
drift,51,fedprox,0.00108136761738334,1.0372629872935044,0.01888888888888889,0.006565355979216956,0.006559395498610264
drift,51,fedproto,0.00228533973719142,2.244366481972033,0.011333333333333334,0.004298757969844794,0.004238876672303374
drift,51,fedtypo_noreg,0.0011393087218892002,1.0938878175575144,0.026222222222222227,0.008967260762442968,0.009044811943509333
drift,51,fedtypo,0.0019856874924503603,1.8979822868330174,0.027333333333333338,0.009650386317445492,0.009697976894781097
drift,51,cda_fedavg,0.00109883167572076,1.0536351199213978,0.025555555555555554,0.008501490292016155,0.008530827292240674
drift,51,ablate_g1,0.0010921752879628,1.0471759353119492,0.02266666666666667,0.007265153715885478,0.007268380236994307
drift,51,ablate_g3,0.00114320922771768,1.0970990548961557,0.03177777777777778,0.010686134805429424,0.01069797717447003
drift,51,ablate_random,0.00111269967306906,1.0681913928960187,0.02288888888888889,0.007706081899033001,0.007707572747895168
drift,51,ablate_nommd,0.00113921390064004,1.0937936302455744,0.026222222222222227,0.008923387161140321,0.009005675501601829
drift,51,ablate_samplewt,0.0011600233452701402,1.1145873668064747,0.02755555555555556,0.00949945267373185,0.009587259596620617
drift,51,ablate_rho0,0.00113586665266898,1.090235703170379,0.02822222222222223,0.009889701547487206,0.009950869836096886
