typ,positives,captured,capture_rate,mean_score
0,932,16,0.017167381974248927,0.38693026
1,1334,156,0.11694152923538231,0.41113502
2,345,1,0.002898550724637681,0.39157224
3,1870,5,0.00267379679144385,0.3886576
4,394,0,0.0,0.38847452
5,656,2,0.003048780487804878,0.3785542
6,529,1,0.001890359168241966,0.37164256
7,338,2,0.005917159763313609,0.37029096
8,382,1,0.002617801047120419,0.33726195
9,364,0,0.0,0.4034607
10,506,1,0.001976284584980237,0.401251
11,54,2,0.037037037037037035,0.35737598
12,945,1,0.0010582010582010583,0.38645843
13,250,6,0.024,0.38347048
14,383,3,0.007832898172323759,0.36567122
15,354,0,0.0,0.40032032
16,237,3,0.012658227848101266,0.42040378
