typ,positives,captured,capture_rate,mean_score
0,932,13,0.013948497854077254,0.40198836
1,1334,212,0.15892053973013492,0.42555
2,345,0,0.0,0.4042403
3,1870,3,0.0016042780748663102,0.41001424
4,394,0,0.0,0.40398425
5,656,1,0.001524390243902439,0.39471748
6,529,0,0.0,0.39258167
7,338,3,0.008875739644970414,0.38445467
8,382,1,0.002617801047120419,0.34930396
9,364,0,0.0,0.41462886
10,506,3,0.005928853754940711,0.42894372
11,54,2,0.037037037037037035,0.35635102
12,945,3,0.0031746031746031746,0.40488106
13,250,4,0.016,0.39274624
14,383,2,0.005221932114882507,0.37243956
15,354,0,0.0,0.42883947
16,237,3,0.012658227848101266,0.4452295
