typ,positives,captured,capture_rate,mean_score
0,932,3,0.003218884120171674,0.39232153
1,1334,1,0.0007496251874062968,0.36108944
2,345,34,0.09855072463768116,0.41826823
3,1870,0,0.0,0.38338944
4,394,24,0.06091370558375635,0.41370234
5,656,1,0.001524390243902439,0.3757176
6,529,0,0.0,0.3962903
7,338,1,0.0029585798816568047,0.36768234
8,382,0,0.0,0.3601788
9,364,2,0.005494505494505495,0.39044654
10,506,0,0.0,0.4055301
11,54,1,0.018518518518518517,0.36101937
12,945,3,0.0031746031746031746,0.40263283
13,250,0,0.0,0.3736772
14,383,0,0.0,0.36552915
15,354,0,0.0,0.40260074
16,237,0,0.0,0.41099855
