typ,positives,captured,capture_rate,mean_score
0,932,3,0.003218884120171674,0.384705
1,1334,0,0.0,0.34541985
2,345,29,0.08405797101449275,0.40845504
3,1870,0,0.0,0.3733911
4,394,23,0.0583756345177665,0.40557677
5,656,1,0.001524390243902439,0.36724636
6,529,0,0.0,0.38792756
7,338,1,0.0029585798816568047,0.35980606
8,382,0,0.0,0.35528764
9,364,1,0.0027472527472527475,0.38369578
10,506,0,0.0,0.39264745
11,54,1,0.018518518518518517,0.35656965
12,945,2,0.0021164021164021165,0.39409655
13,250,0,0.0,0.36804858
14,383,0,0.0,0.36157608
15,354,0,0.0,0.39123785
16,237,0,0.0,0.398366
