typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3500279
1,1334,219,0.164167916041979,0.39997023
2,345,4,0.011594202898550725,0.38853574
3,1870,3,0.0016042780748663102,0.37039366
4,394,4,0.01015228426395939,0.3946836
5,656,5,0.007621951219512195,0.37129918
6,529,0,0.0,0.3811449
7,338,5,0.014792899408284023,0.36473763
8,382,3,0.007853403141361256,0.35333076
9,364,0,0.0,0.386973
10,506,2,0.003952569169960474,0.37875116
11,54,1,0.018518518518518517,0.36210102
12,945,1,0.0010582010582010583,0.36461368
13,250,5,0.02,0.37098897
14,383,5,0.013054830287206266,0.37159753
15,354,0,0.0,0.38890618
16,237,3,0.012658227848101266,0.39306533
