client,auprc,ap_lift,positives,transactions,prevalence
0,0.0012277625125602927,1.262574431773815,1746,1795506,0.0009724278281442668
1,0.003857796311185322,4.021898648995869,1744,1818186,0.0009591977938450742
2,0.001284057191028733,1.1827589109799654,1968,1812746,0.0010856457551140645
3,0.0012726466566309168,1.1713354547184895,1940,1785563,0.0010864920476062732
4,0.0012113635673609183,1.1331681337643493,1929,1804480,0.0010690060294378436
