typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.34586403
1,1334,0,0.0,0.32763538
2,345,8,0.02318840579710145,0.3418722
3,1870,0,0.0,0.34288993
4,394,19,0.048223350253807105,0.33934137
5,656,0,0.0,0.34371424
6,529,1,0.001890359168241966,0.36596027
7,338,0,0.0,0.33289614
8,382,0,0.0,0.32972836
9,364,0,0.0,0.36471993
10,506,0,0.0,0.361739
11,54,0,0.0,0.3206541
12,945,16,0.016931216931216932,0.35841203
13,250,0,0.0,0.34992668
14,383,0,0.0,0.3410732
15,354,0,0.0,0.35486853
16,237,0,0.0,0.35696647
