typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.35854527
1,1334,10,0.0074962518740629685,0.3504427
2,345,124,0.35942028985507246,0.39273882
3,1870,0,0.0,0.35603657
4,394,89,0.22588832487309646,0.3832267
5,656,0,0.0,0.35324177
6,529,0,0.0,0.36728013
7,338,0,0.0,0.34302613
8,382,0,0.0,0.3397482
9,364,0,0.0,0.36400852
10,506,0,0.0,0.3613316
11,54,0,0.0,0.29867038
12,945,21,0.022222222222222223,0.37167966
13,250,0,0.0,0.34557122
14,383,1,0.0026109660574412533,0.3462649
15,354,1,0.002824858757062147,0.36845437
16,237,0,0.0,0.36597708
