typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.36295792
1,1334,5,0.0037481259370314842,0.3483054
2,345,61,0.17681159420289855,0.384678
3,1870,1,0.0005347593582887701,0.35567597
4,394,37,0.09390862944162437,0.37592524
5,656,0,0.0,0.349655
6,529,1,0.001890359168241966,0.37238058
7,338,0,0.0,0.34197518
8,382,0,0.0,0.3395776
9,364,0,0.0,0.36671698
10,506,0,0.0,0.36261165
11,54,0,0.0,0.31135246
12,945,17,0.01798941798941799,0.37282896
13,250,0,0.0,0.3490951
14,383,0,0.0,0.34697306
15,354,1,0.002824858757062147,0.36433557
16,237,0,0.0,0.37049308
