typ,positives,captured,capture_rate,mean_score
0,260,8,0.03076923076923077,0.34555522
1,229,6,0.026200873362445413,0.349942
2,421,7,0.0166270783847981,0.33811513
3,444,2,0.0045045045045045045,0.33119208
4,207,7,0.033816425120772944,0.34349445
5,137,6,0.043795620437956206,0.342807
6,216,7,0.032407407407407406,0.38775715
7,397,15,0.037783375314861464,0.3524019
8,2211,151,0.06829488919041157,0.3903523
