client,auprc,ap_lift,positives,transactions,prevalence
0,0.0012996864226076559,1.2769341637366554,755,741783,0.0010178178793528567
1,0.0012174070307525535,1.1246050130192142,807,745483,0.0010825196550424355
2,0.0011573951750108585,1.0062393651544403,1055,917217,0.0011502185415228894
3,0.001086951696460828,1.111388263603031,712,728007,0.0009780125740549198
4,0.0013301373648854301,1.2528897506550123,881,829836,0.0010616555560375785
